,0,1,2,3,4,5,6,7,8
4059,JALISCO, TLAJOMULCO DE ZUÑIGA,SUPER SERVICIO LA HACIENDA S.A. DE C.V., 9117, 2014-05-16, 14,  5, ,
4060,JALISCO, GUADALAJARA,VERA GONZALEZ LORENA, 1536, 2014-05-15, 30,  5, ,
4061,JALISCO, GUADALAJARA,GASOLINERA DEL NORTE DE GUADALAJARA S.A. DE C.V., 2735, 2014-05-15, 28,  0, ,
4062,JALISCO, PUERTO VALLARTA,FLOGAS SA DE CV, 5186, 2014-05-15, 20,  13, ,
4063,JALISCO, TONALA,AUTOSERVICIO GASHR S.A. DE C.V., 6060, 2014-05-15, 26,  3, ,
4064,JALISCO, TLAJOMULCO DE ZUÑIGA,DELFINA ORTIZ REGALADO, 7718, 2014-05-15, El proveedor se negó a ser verificado. , ,,
4065,JALISCO, ZAPOPAN,GASOLINERA HUAXTLA S.A. DE C.V., 9273, 2014-05-15, 14,  2, ,
4066,JALISCO, ZAPOPAN,RINCON ENERGETICO S.A. DE C.V., 9694, 2014-05-15, 14,  2, ,
4067,JALISCO, ZAPOPAN,ESTACION DE SERVICIO PEGASO S.A. DE C.V., 10696, 2014-05-15, 16,  0, ,
4068,JALISCO, ZAPOPAN,COMBUSTIBLES PALMA REAL S.A. DE C.V., 11624, 2014-05-15, 34,  2, ,
4069,JALISCO, GUADALAJARA,INDUSTRIAS CEBRA S.A. DE C.V., 2791, 2014-05-14, 24,  1, ,
4070,JALISCO, GUADALAJARA,GASOLINERA BELISARIO DOMINGUEZ S.A. DE C.V., 3132, 2014-05-14, El proveedor se negó a ser verificado. , ,,
4071,JALISCO, ZAPOPAN,GASOLINERA PATRIA SA DE CV, 4238, 2014-05-14, 26,  0, ,
4072,JALISCO, GUADALAJARA,COMBUSTIBLES ADITIVOS Y SERVICIOS MAGICOS S. DE R.L. DE C.V., 4797, 2014-05-14, El proveedor se negó a ser verificado. , ,,
4073,JALISCO, LA BARCA,CALUFER S.A. DE C.V., 5425, 2014-05-14, 20,  0, ,
4074,JALISCO, ZAPOPAN,PETROVAZ S.A. DE C.V., 8405, 2014-05-14, 16,  4, ,
4075,JALISCO, TLAJOMULCO DE ZUÑIGA,ESTACION DE SERVICIO NAPTE S.A. DE C.V., 10155, 2014-05-14, 8,  4, ,
4076,JALISCO, ZAPOPAN,SERVICIO INDUSTRIAL DE ZAPOPAN SA DE CV, 5559, 2014-05-13, 12,  0, ,
4077,JALISCO, ZAPOPAN,COMBUSTIBLES ADITIVOS Y SERVICIOS MAGICOS S. DE R.L. DE C.V., 6313, 2014-05-13, El proveedor se negó a ser verificado. , ,,
4078,JALISCO, ZAPOPAN,SERVICIO COLOTLAN EXPRESS S.A. DE C.V., 8165, 2014-05-13, 8,  2, ,
4079,JALISCO, ZAPOPAN,GASOLINA Y DIESEL DE OCCIDENTE S.A. DE C.V., 8423, 2014-05-13, 8,  2, ,
4080,JALISCO, ZAPOPAN,GRUPO OCTANO S.A. DE C.V., 9198, 2014-05-13, 16,  4, ,
4081,JALISCO, TLAQUEPAQUE,COMBUSTIBLES MIPA S.A. DE C.V., 9444, 2014-05-13, 8,  0, ,
4082,JALISCO, TLAQUEPAQUE,INVERSERVICIOS EN GASOLINERAS S.A. DE C.V., 9972, 2014-05-13, 16,  1, ,
4083,JALISCO, TLAQUEPAQUE,GASALVI S.A. DE C.V., 11273, 2014-05-13, 8,  2, ,
4084,JALISCO, ZAPOPAN,GASOLINERIA SERVICIO ZAPOPAN SA DE CV, 1628, 2014-05-12, 16,  0, ,
4085,JALISCO, ZAPOPAN,SERVICIO PATRIA S.A. DE C.V., 3240, 2014-05-12, 12,  0, ,
4086,JALISCO, ZAPOPAN,GASOLINERA CONSTITUCION S.A. DE C.V., 3739, 2014-05-12, 16,  0, ,
4087,JALISCO, ZAPOPAN,GRUPO OCTANO S.A. DE C.V., 4311, 2014-05-12, 30,  14, ,
4088,JALISCO, ZAPOPAN,SERVICIO TESISTAN SA DE CV, 5360, 2014-05-12, 14,  1, ,
4089,JALISCO, TLAQUEPAQUE,INVERSERVICIOS EN GASOLINERAS S.A. DE C.V., 7223, 2014-05-12, 24,  4, ,
4090,JALISCO, TLAQUEPAQUE,GASOLINERA TATEPOSCO S.A. DE C.V., 7746, 2014-05-12, 20,  3, ,
4091,JALISCO, TLAQUEPAQUE,SERVICIO J Y J S.A. DE C.V., 8638, 2014-05-12, 20,  4, ,
4092,JALISCO, TLAQUEPAQUE,ESTACION PALOMAR S.A. DE C.V., 8684, 2014-05-12, 12,  4, ,
4093,JALISCO, TLAQUEPAQUE,GASOLINERA OLEODUCTO S.A. DE C.V., 8963, 2014-05-12, 20,  0, ,
4094,JALISCO, AUTLAN DE NAVARRO,SERVICIO BARRA DE NAVIDAD SA DE CV, 1570, 2014-05-11, 14,  8, ,
4095,JALISCO, TALPA DE ALLENDE,SERVICIO TALPA S.A. DE C.V., 2553, 2014-05-11, 14,  4, ,
4096,JALISCO, GUADALAJARA,SERVICIOS GASOLINEROS LEO SA DE CV, 1552, 2014-05-10, 36,  1, ,
4097,JALISCO, AMECA,GASOLINERA DEL CENTRO S. A., 1559, 2014-05-10, 20,  6, ,
4098,JALISCO, ZAPOPAN,COMBUSTIBLES Y LUBRICANTES SALTILLO S. A. DE C. V., 1599, 2014-05-10, 28,  1, ,
4099,JALISCO, TONALA,CORONADO OROZCO EVERARDO, 1604, 2014-05-10, 19,  6, ,
4100,JALISCO, GUADALAJARA,COMBUSTIBLES  GUADALAJARA S.A. DE C.V., 2529, 2014-05-10, 24,  1, ,
4101,JALISCO, ZAPOPAN,ENERGETICOS PLUS S.A. DE C.V., 2876, 2014-05-10, 48,  6, ,
4102,JALISCO, TLAQUEPAQUE,GASOLINERA LAS LIEBRES SA DE CV, 5296, 2014-05-10, 28,  28, ,
4103,JALISCO, TLAQUEPAQUE,SERVICIO LA PAZ S.A. DE C.V., 1524, 2014-05-09, 28,  1, ,
4104,JALISCO, GUADALAJARA,SERVICIOS ALCARAZ Y HERNANDEZ S.A. DE C.V., 1530, 2014-05-09, 8,  0, ,
4105,JALISCO, GUADALAJARA,SERVICIO MINERVA DE GUADALAJARA S.A. DE C.V., 1535, 2014-05-09, 32,  6, ,
4106,JALISCO, ZAPOPAN,CASILLAS NAVARRO RAMON, 1537, 2014-05-09, 26,  3, ,
4107,JALISCO, GUADALAJARA,CUEVAS SANCHEZ DEMETRIO, 1538, 2014-05-09, 16,  16, ,
4108,JALISCO, GUADALAJARA,ENERGETICOS PLUS S.A. DE C.V., 1542, 2014-05-09, 32,  10, ,
4109,JALISCO, GUADALAJARA,SERVICIO LOPEZ MATEOS S.A. DE C.V., 1544, 2014-05-09, 28,  3, ,
4110,JALISCO, GUADALAJARA,SERVICIO INDUSTRIAL DE JALISCO SA DE CV, 1545, 2014-05-09, 18,  0, ,
4111,JALISCO, GUADALAJARA,GASOLINERA ALEMANIA S.A. DE C.V., 1547, 2014-05-09, 16,  1, ,
4112,JALISCO, GUADALAJARA,GASOLINERA LAS AMERICAS SA, 1549, 2014-05-09, 12,  1, ,
4113,        Estado, Municipio, Razón social, Número de estación, Fecha de verificación, Mangueras verificadas, Mangueras inmovilizadas, Detalle ,
4114,MEXICO, CHALCO,SERVICIO SOBREDO S.A. DE C.V., 7196, 2016-11-30, 18,  0, ,
4115,MEXICO, CHALCO,GASOCHALCO S.A. DE C.V., 7725, 2016-11-30, 16,  0, ,
4116,MEXICO, CHALCO,ESTACION 10 SUR S.A. DE C.V., 11986, 2016-11-30, 18,  1, ,
4117,MEXICO, CUAUTITLAN IZCALLI,GAS BOSQUES DEL LAGO S.A. DE C.V., 7665, 2016-11-29, 16,  0, ,
4118,MEXICO, CUAUTITLAN IZCALLI,GAS SERVICIOS AGILES S.A. DE C.V., 7961, 2016-11-29, 16,  0, ,
4119,MEXICO, CUAUTITLAN IZCALLI,OPERADORA DE MINIESTACIONES COMBUSERV S.A. DE C.V., 8241, 2016-11-29, 16,  0, ,
4120,MEXICO, CUAUTITLAN IZCALLI,SUSANA MERELLES BARREIRO, 4996, 2016-11-28, 34,  0, ,
4121,MEXICO, CUAUTITLAN IZCALLI,SERVICIO MAYELI SA DE CV, 5048, 2016-11-28, 28,  0, ,
4122,MEXICO, CUAUTITLAN IZCALLI,AUTOSERVICIO ACEGA SA DE CV, 5184, 2016-11-28, 20,  0, ,
4123,MEXICO, CUAUTITLAN IZCALLI,SERVICIO PERC S.A. DE C.V., 4347, 2016-11-26, 37,  0, ,
4124,MEXICO, CUAUTITLAN IZCALLI,SUPER SERVICIO IZCALLI SA DE CV, 4830, 2016-11-26, 28,  0, ,
4125,MEXICO, CUAUTITLAN IZCALLI,ESTACION DE SERVICIO ALSA SA DE CV, 4923, 2016-11-26, 28,  0, ,
4126,MEXICO, VALLE DE CHALCO SOLIDARIDAD,OPERADORA DE ESTACIONES DE SERVICIO 20-20 S.A. DE C.V., 5096, 2016-11-25, 20,  0, ,
4127,MEXICO, VALLE DE CHALCO SOLIDARIDAD,GRUPO GASOLINERO DEL SUR S.A. DE C.V., 5490, 2016-11-25, 28,  0, ,
4128,MEXICO, VALLE DE CHALCO SOLIDARIDAD,SERVICIO BRINGOM S.A. DE C.V., 12743, 2016-11-25, 18,  0, ,
4129,MEXICO, CHALCO,ESTEFANIA PEREZ RUIZ, 4506, 2016-11-24, 40,  0, ,
4130,MEXICO, CHALCO,GASOLINERA LAM S.A. DE C.V., 5707, 2016-11-24, 32,  0, ,
4131,MEXICO, CHALCO,SERVICIO SOLARES SA DE CV, 5868, 2016-11-24, 24,  0, ,
4132,MEXICO, TLALNEPANTLA DE BAZ,SERVICIO PLAZA ROSA S.A. DE C.V., 3456, 2016-11-23, 22,  0, ,
4133,MEXICO, TLALNEPANTLA DE BAZ,OPERADORA DE ESTACIONES DE SERVICIO 20-20 S.A. DE C.V., 5508, 2016-11-23, 20,  0, ,
4134,MEXICO, TLALNEPANTLA DE BAZ,DESECHOS BIOLOGICOS E INDUSTRIALES S.A. DE C.V., 5509, 2016-11-23, 8,  0, ,
4135,MEXICO, TLALNEPANTLA DE BAZ,SERVICIO GRAN VIA S.A. DE C.V., 2501, 2016-11-22, 30,  0, ,
4136,MEXICO, TLALNEPANTLA DE BAZ,SERVICIO SAN JUAN S.A. DE C.V., 2836, 2016-11-22, 24,  0, ,
4137,MEXICO, TLALNEPANTLA DE BAZ,SERVICIO DEL CANTABRICO S.A. DE C.V., 3207, 2016-11-22, 28,  0, ,
4138,MEXICO, NAUCALPAN DE JUAREZ,SERVICIOS DEXEL S.A. DE C.V., 6746, 2016-11-21, 32,  0, ,
4139,MEXICO, NAUCALPAN DE JUAREZ,ESTACION DE CARGA VIA LACTEA S.A. DE C.V., 8125, 2016-11-21, 16,  0, ,
4140,MEXICO, NAUCALPAN DE JUAREZ,ESTACION DE SERVICIO PARAISO S.A. DE C.V., 8933, 2016-11-21, 16,  0, ,
4141,MEXICO, NAUCALPAN DE JUAREZ,SERVICIO TLATILCO S.A DE C.V, 2521, 2016-11-19, 28,  0, ,
4142,MEXICO, NAUCALPAN DE JUAREZ,OPERADORA DE MINIESTACIONES COMBUSERV S.A. DE C.V., 2857, 2016-11-19, 18,  0, ,
4143,MEXICO, NAUCALPAN DE JUAREZ,DESECHOS BIOLOGICOS E INDUSTRIALES S.A. DE C.V., 4985, 2016-11-19, 8,  0, ,
4144,MEXICO, HUIXQUILUCAN,SERVICIO NEVADA S.A. DE C.V., 8348, 2016-11-18, 14,  0, ,
4145,MEXICO, HUIXQUILUCAN,SERVICIO LA QUINTA RIA S.A. DE C.V., 10138, 2016-11-18, 36,  0, ,
4146,MEXICO, HUIXQUILUCAN,OPERADORA ALIANZA DE ESTACIONES DE SERVICIO S.A. DE C.V., 12049, 2016-11-18, 16,  0, ,
4147,MEXICO, HUIXQUILUCAN,INTEGRANTES DEL EJIDO DE SAN CRISTOBAL TEXCALUCAN S.C. DE R.L., 3605, 2016-11-17, 20,  1, ,
4148,MEXICO, HUIXQUILUCAN,SERVICIO HERRADURA SA DE CV, 5151, 2016-11-17, 18,  1, ,
4149,MEXICO, HUIXQUILUCAN,SERVICIO LOMAS DE LAS PALMAS SA DE CV, 6155, 2016-11-17, 20,  0, ,
4150,MEXICO, METEPEC,OPERADORA INTERGASOLINERAS SA DE CV, 4091, 2016-11-16, 18,  0, ,
4151,MEXICO, METEPEC,OPERADORA DE MINIESTACIONES COMBUSERV S.A. DE C.V., 7185, 2016-11-16, 16,  0, ,
4152,MEXICO, METEPEC,ENERGETICOS TEC S.A. DE C.V., 8453, 2016-11-16, 14,  0, ,
4153,MEXICO, NEZAHUALCOYOTL,GASOLINERIA VALENCIANA S.A. DE C.V., 3460, 2016-11-15, 24,  0, ,
4154,MEXICO, METEPEC,ANTONIO CARRASCO GARCIA, 3653, 2016-11-15, 12,  0, ,
4155,MEXICO, NEZAHUALCOYOTL,SERVICIO VILLADA SA DE CV, 4539, 2016-11-15, 20,  1, ,
4156,MEXICO, TOLUCA,ECV S.A. DE C.V., 8640, 2016-11-15, 16,  0, ,
4157,MEXICO, TOLUCA,INMOBILIARIA GEOVILLAS S.A. DE C.V., 9952, 2016-11-15, 16,  0, ,
4158,MEXICO, TOLUCA,INMOBILIARIA MONROY RUIZ S.A. DE C.V., 7046, 2016-11-14, 28,  2, ,
4159,MEXICO, TOLUCA,SERVICIO MINO S.A. DE C.V., 8494, 2016-11-14, 22,  0, ,
4160,MEXICO, NEZAHUALCOYOTL,SERVICIO HARRIER S.A. DE C.V., 10853, 2016-11-14, 20,  0, ,
4161,MEXICO, NEZAHUALCOYOTL,GRUPO GASOLINERO LEALTAD S.A. DE C.V., 11611, 2016-11-14, 32,  0, ,
4162,MEXICO, NEZAHUALCOYOTL,SERVICIO BAHAMAS S.A. DE C.V., 11780, 2016-11-14, 28,  0, ,
4163,MEXICO, NEZAHUALCOYOTL,SERVICIO ARYCLA S.A. DE C.V., 11798, 2016-11-14, 12,  0, ,
4164,MEXICO, TOLUCA,SERVICIO EL RETEN S.A DE C.V, 964, 2016-11-12, 20,  0, ,
4165,MEXICO, TOLUCA,OPERADORA DE MINIESTACIONES COMBUSERV S.A. DE C.V., 4860, 2016-11-12, 16,  0, ,
4166,MEXICO, TOLUCA,OPERADORA DE MINIESTACIONES COMBUSERV S.A. DE C.V., 5103, 2016-11-12, 20,  0, ,
4167,MEXICO, NEZAHUALCOYOTL,SERVICIO WINASSOR S.A. DE C.V., 8862, 2016-11-12, 17,  0, ,
4168,MEXICO, NEZAHUALCOYOTL,INMOBILIARIA CHALCA HOTELERA S.A. DE C.V., 9011, 2016-11-12, 18,  0, ,
4169,MEXICO, NEZAHUALCOYOTL,SERVICIO MAILU S.A. DE C.V., 9779, 2016-11-12, 14,  1, ,
4170,MEXICO, NEZAHUALCOYOTL,SERVIEXPRESS CARMELO PEREZ S.A. DE C.V., 10531, 2016-11-12, 20,  0, ,
4171,MEXICO, NEZAHUALCOYOTL,SERVICIO LIESYEZA SA DE CV, 7648, 2016-11-11, 24,  0, ,
4172,MEXICO, NEZAHUALCOYOTL,GRUPO GASOLINERO EVOLUCION S.A. DE C.V., 7753, 2016-11-11, 8,  0, ,
4173,MEXICO, NEZAHUALCOYOTL,GRUPO GASOLINERO DEL OLMO S.A. DE C.V., 8138, 2016-11-11, 8,  0, ,
4174,MEXICO, NEZAHUALCOYOTL,SERVICIO VOKY S.A. DE C.V., 8515, 2016-11-11, 12,  0, ,
4175,MEXICO, TOLUCA,SUPER SERVICIO CALEVA S.A. DE C.V., 10702, 2016-11-11, 24,  0, ,
4176,MEXICO, TOLUCA,COMBUSTIBLES TOLUCA S.A. DE C.V., 11263, 2016-11-11, 18,  0, ,
4177,MEXICO, TOLUCA,SERVICIO ALVITE S.A. DE C.V., 11438, 2016-11-11, 26,  0, ,
4178,MEXICO, NEZAHUALCOYOTL,ABASTECEDORA MEXICANA DE PETROLEO  S.A. DE C.V., 4361, 2016-11-10, 18,  0, ,
4179,MEXICO, NEZAHUALCOYOTL,ELIZABETH RUIZ CASAL, 4368, 2016-11-10, 20,  0, ,
4180,MEXICO, NEZAHUALCOYOTL,SERVICIO ZORA SA DE CV, 4645, 2016-11-10, 32,  0, ,
4181,MEXICO, TOLUCA,SERVICIO NEVADO SA DE CV, 5447, 2016-11-10, 12,  0, ,
4182,MEXICO, NEZAHUALCOYOTL,ARISBET AVILA DAVILA, 7547, 2016-11-10, 6,  2, ,
4183,MEXICO, TOLUCA,SERVICIO CASETA EL DORADO S.A. DE C.V., 7807, 2016-11-10, 15,  0, ,
4184,MEXICO, TOLUCA,SERVICIO RUGA S.A. DE C.V., 9294, 2016-11-10, 22,  0, ,
4185,MEXICO, TOLUCA,SERVICIO LOPEZ PORTILLO S.A DE C.V, 9872, 2016-11-10, 14,  0, ,
4186,MEXICO, TOLUCA,SUMINISTROS COMBUSTIBLES MORELOS SA DE CV, 962, 2016-11-09, 24,  0, ,
4187,MEXICO, TOLUCA,SERVICIO TOLUCA S DE RL DE CV, 966, 2016-11-09, 12,  0, ,
4188,MEXICO, TOLUCA,SERVICIO ZONA INDUSTRIALS.A.DE C.V., 969, 2016-11-09, 28,  0, ,
4189,MEXICO, NEZAHUALCOYOTL,JULIA AMARO COTA, 2992, 2016-11-09, 38,  0, ,
4190,MEXICO, NEZAHUALCOYOTL,JULIA AMARO COTA, 3131, 2016-11-09, 20,  0, ,
4191,MEXICO, NEZAHUALCOYOTL,SERVICIO NEZA SA DE CV, 3595, 2016-11-09, 30,  1, ,
4192,MEXICO, TOLUCA,SERVICIO SERRANO SA DE CV, 5341, 2016-11-09, 18,  0, ,
4193,MEXICO, TOLUCA,ADMINISTRADORA DE ESTACIONES DE SERVICIO SA DE CV, 930, 2016-11-08, 16,  0, ,
4194,MEXICO, IXTAPALUCA,ENERGIA Y COMBUSTION S.A. DE C.V., 9134, 2016-10-31, 24,  0, ,
4195,MEXICO, TOLUCA,GERARDO VILLAR NAVA, 5781, 2016-10-29, El proveedor se negó a ser verificado. , ,,
4196,MEXICO, IXTAPALUCA,IXTAPALGAS S.A. DE C.V., 8718, 2016-10-29, 23,  0, ,
4197,MEXICO, IXTAPALUCA,GRUPO ALVAGOMZ S.A. DE C.V., 11122, 2016-10-29, 24,  0, ,
4198,MEXICO, NEZAHUALCOYOTL,SERVICIO BAHAMAS S.A. DE C.V., 11780, 2016-10-28, 28,  1, ,
4199,MEXICO, IXTAPALUCA,SERVICIOS COMERCIALES LA ALIANZA SA DE CV, 6122, 2016-10-27, El proveedor se negó a ser verificado. , ,,
4200,MEXICO, IXTAPALUCA,SERVICIO CASTELLANA S.A. DE C.V., 6690, 2016-10-27, 20,  0, ,
4201,MEXICO, IXTAPALUCA,GALAGAS S.A. DE C.V., 7248, 2016-10-27, 8,  0, ,
4202,MEXICO, ECATEPEC DE MORELOS,SUPER SERVICIO NIZA S.A. DE C.V., 3361, 2016-10-25, 20,  0, ,
4203,MEXICO, ECATEPEC DE MORELOS,GASOLINERIA SEGOVIA S.A. DE C.V., 10901, 2016-10-25, 16,  0, ,
4204,MEXICO, ECATEPEC DE MORELOS,GASOLINERIA MALAGA S.A. DE C.V., 10954, 2016-10-25, 16,  0, ,
4205,MEXICO, ECATEPEC DE MORELOS,ESTACION DE SERVICIO VENTA DE CARPIOS.A. DE C.V, 9704, 2016-10-22, 20,  0, ,
4206,MEXICO, ECATEPEC DE MORELOS,INMOBILIARIA ROJAS & GAS S. A. DE C. V., 10217, 2016-10-22, 4,  0, ,
4207,MEXICO, ECATEPEC DE MORELOS,SERVICIO VELU S.A. DE C.V., 10869, 2016-10-22, 18,  0, ,
4208,MEXICO, ECATEPEC DE MORELOS,SERVICIO LUTRON SA DE CV, 8925, 2016-10-20, 20,  0, ,
4209,MEXICO, ECATEPEC DE MORELOS,SERVICIO EL RESCAQO S.A. DE C.V., 8993, 2016-10-20, 23,  0, ,
4210,MEXICO, ECATEPEC DE MORELOS,ESTACION DE SERVICIO RANCHO VERDE S.A. DE C.V., 9533, 2016-10-20, 18,  0, ,
4211,MEXICO, ECATEPEC DE MORELOS,SERVICIO JACARANDAS S.A. DE C.V., 8334, 2016-10-18, 12,  0, ,
4212,MEXICO, ECATEPEC DE MORELOS,ESTACION BOSQUE REAL S.A. DE C.V., 8587, 2016-10-18, 16,  0, ,
4213,MEXICO, ECATEPEC DE MORELOS,ESTACION DE SERVICIO ANDALUCIA S.A. DE C.V., 8632, 2016-10-18, 18,  0, ,
4214,MEXICO, ECATEPEC DE MORELOS,GASOMER.S.A.DE C.V., 6805, 2016-10-15, 16,  0, ,
4215,MEXICO, ECATEPEC DE MORELOS,SERVICIO LOS ANDES S.A. DE C.V., 7769, 2016-10-15, 16,  0, ,
4216,MEXICO, ECATEPEC DE MORELOS,SERVICIO LLANO DE MORELOS S.A. DE C.V., 7779, 2016-10-15, 20,  0, ,
4217,MEXICO, ECATEPEC DE MORELOS,SERVICIO CHICONAUTLA SA DE CV, 5310, 2016-10-13, El proveedor se negó a ser verificado. , ,,
4218,MEXICO, ECATEPEC DE MORELOS,SERVICIO GUADALUPE VICTORIA SA DE CV, 5638, 2016-10-13, 16,  0, ,
4219,MEXICO, ECATEPEC DE MORELOS,GASMERAZ S.A. DE C.V., 6745, 2016-10-13, 14,  0, ,
4220,MEXICO, ECATEPEC DE MORELOS,DIMECO S.A. DE C.V., 5028, 2016-10-11, 20,  0, ,
4221,MEXICO, ECATEPEC DE MORELOS,SERVICIO NUEVO LAREDO SA DE CV, 5066, 2016-10-11, 28,  0, ,
4222,MEXICO, ECATEPEC DE MORELOS,SERVICIO ATLAUTENCO S.A. DE C.V., 5136, 2016-10-11, 29,  0, ,
4223,MEXICO, ECATEPEC DE MORELOS,SERVICIO TREINTA TREINTA SA DE CV, 4803, 2016-10-09, 24,  0, ,
4224,MEXICO, ECATEPEC DE MORELOS,OPERADORA DE MINIESTACIONES COMBUSERV S.A. DE C.V., 4888, 2016-10-09, 14,  0, ,
4225,MEXICO, ECATEPEC DE MORELOS,GASOLINERA Y SERVICIOS CENTRAL II SA DE CV, 4964, 2016-10-09, 18,  0, ,
4226,MEXICO, ECATEPEC DE MORELOS,OPERADORA MOANA S.A. DE C.V., 268, 2016-10-07, 27,  0, ,
4227,MEXICO, ECATEPEC DE MORELOS,GASOLINERA Y SERVICIOS CENTRAL S.A. DE C.V., 286, 2016-10-07, 32,  0, ,
4228,MEXICO, ECATEPEC DE MORELOS,GASOLINERIA LA CHICA SA DE CV, 3634, 2016-10-07, 32,  0, ,
4229,MEXICO, CHALCO,GASOLINERIA LA HACIENDA DE XICO S.A. DE C.V., 4988, 2016-09-28, 28,  2, ,
4230,MEXICO, JIQUIPILCO,JESUS AGUILAR HERNANDEZ, 5397, 2016-09-28, 6,  1, ,
4231,MEXICO, IXTLAHUACA,BECERRIL IGLESIAS JOSE CRESCENCIANO, 6713, 2016-09-28, 18,  1, ,
4232,MEXICO, IXTLAHUACA,DASS ENERGETICOS S.A. DE C.V., 6766, 2016-09-28, 20,  0, ,
4233,MEXICO, TEPETLIXPA,GASOLINERA TEPETLIXPA S.A. DE C.V., 7506, 2016-09-28, 18,  0, ,
4234,MEXICO, JILOTEPEC,OPERADORA SANTA ISABEL S.A. DE C.V., 7964, 2016-09-28, 16,  0, ,
4235,MEXICO, TLALMANALCO,SERVICIO ECALO S.A. DE C.V., 8428, 2016-09-28, 10,  1, ,
4236,MEXICO, ATENCO,ESTACION DE SERVICIO MU$OZABA S.A. DE C.V., 8675, 2016-09-28, 14,  1, ,
4237,MEXICO, TECAMAC,ELIA JAIMES JAIMES, 9696, 2016-09-28, 14,  2, ,
4238,MEXICO, COCOTITLAN,SERVICIO COCOHTLI S.A. DE C.V., 9776, 2016-09-28, 10,  1, ,
4239,MEXICO, HUEHUETOCA,GRUPO JIMMEX S.A. DE C.V., 9778, 2016-09-28, 22,  0, ,
4240,MEXICO, TEQUIXQUIAC,ELIA HERNANDEZ GUTIERREZ, 9882, 2016-09-28, 16,  2, ,
4241,MEXICO, TLALMANALCO,CAPRIGO S.A. DE C.V., 10636, 2016-09-28, 14,  0, ,
4242,MEXICO, TEQUIXQUIAC,LEONARDO COLIN ROMERO, 10789, 2016-09-28, 24,  1, ,
4243,MEXICO, TEMASCALAPA,PAULA PETRA ALLENDE CUADRA, 11308, 2016-09-28, 10,  0, ,
4244,MEXICO, RAYON,GASOLINERAS DON JUAN S.A. DE C.V., 11781, 2016-09-28, 14,  3, ,
4245,MEXICO, ZUMPANGO,SUPER SERVICIO LOS HERNANDEZ S.A. DE C.V., 11817, 2016-09-28, 10,  1, ,
4246,MEXICO, TECAMAC,OPERADORA DE COMBUSTIBLE XOLOX S.A. DE C.V., 11991, 2016-09-28, 18,  1, ,
4247,MEXICO, TEPETLAOXTOC,DESARROLLADORA DE SERVICIOS OMEGA S.A. DE C.V., 12008, 2016-09-28, 10,  1, ,
4248,MEXICO, LA PAZ,SERVICIO CUATRO VIENTOS VAZQUEZ S.A. DE C.V., 12189, 2016-09-28, 22,  0, ,
4249,MEXICO, TULTITLAN,SERVICIO JOPARLS S.A.DE C.V., 12190, 2016-09-28, 8,  0, ,
4250,MEXICO, NAUCALPAN DE JUAREZ,SUPER SERVICIO NAUMEX SA DE CV, 332, 2016-09-27, 36,  2, ,
4251,MEXICO, JOCOTITLAN,ESTACION DE SERVICIO JOCO S.A. DE C.V., 943, 2016-09-27, 24,  2, ,
4252,MEXICO, SAN FELIPE DEL PROGRESO,SUPER SERVICIO GARDU%O SA DE CV, 948, 2016-09-27, 18,  1, ,
4253,MEXICO, POLOTITLAN,ROSARIO HERNANDEZ RODRIGUEZ, 4611, 2016-09-27, 15,  1, ,
4254,MEXICO, TLALNEPANTLA DE BAZ,OPERADORA DE MINIESTACIONES COMBUSERV S.A. DE C.V., 5866, 2016-09-27, 28,  0, ,
4255,MEXICO, JOCOTITLAN,SUPER SERVICIO 2001 S.A. DE C.V., 6523, 2016-09-27, 20,  2, ,
4256,MEXICO, IXTAPALUCA,INMOBILIARIA CANUTILLO S.A. DE C.V., 6598, 2016-09-27, 16,  1, ,
4257,MEXICO, JILOTEPEC,SERVICIO ARCHUNDIA S.A. DE C.V., 6756, 2016-09-27, El proveedor se negó a ser verificado. , ,,
4258,MEXICO, ECATEPEC DE MORELOS,GASOLINERIA REAL MADEIRA S.A. DE C.V., 8940, 2016-09-27, 18,  0, ,
4259,MEXICO, IXTAPALUCA,SERVICIO CUATRO VIENTOS VAZQUEZ S.A. DE C.V., 10483, 2016-09-27, 19,  0, ,
4260,MEXICO, TULTITLAN,SERVITAGLAS S.A. DE C.V., 11098, 2016-09-27, 8,  0, ,
4261,MEXICO, CUAUTITLAN,LUNA GAS  S.A. DE C.V., 11239, 2016-09-27, 20,  1, ,
4262,MEXICO, VALLE DE CHALCO SOLIDARIDAD,SERVICIO GORM S.A. DE C.V., 11661, 2016-09-27, 14,  1, ,
4263,MEXICO, MEXICALTZINGO,SERVICIO MAZACHULCO S.A. DE C.V., 11739, 2016-09-27, 16,  1, ,
4264,MEXICO, ZUMPANGO,ELIA HERNANDEZ GUTIERREZ, 11974, 2016-09-27, 14,  1, ,
4265,MEXICO, TIMILPAN,SERVICIO ESTRELLA JUNA S.A. DE C.V., 12062, 2016-09-27, 17,  1, ,
4266,MEXICO, NEZAHUALCOYOTL,SERVICIO FAGOSA S.A. DE C.V., 5401, 2016-09-26, 16,  0, ,
4267,MEXICO, NEZAHUALCOYOTL,GRUPO GASOLINERO MINEZOTA S.A. DE C.V., 8043, 2016-09-26, 12,  0, ,
4268,MEXICO, NEZAHUALCOYOTL,GASOLINERA CIRCUITO MEXIQUENSE S.A. DE C.V., 11439, 2016-09-26, 42,  0, ,
