,0,1,2,3,4,5
5449,VICTOR MANUEL OBREGON SOLIS,"AHUMADA # 69, COLONIA CENTRO, CP 61600",620,2016-06-12,8,1
5450,"GRUPO EXPRESS QUIROGA, S.A. DE C.V.","AVENIDA VASCO DE QUIROGA NO. 330, COLONIA CENTRO, CP 58420",622,2016-06-12,0,0
5451,"HUACHERR, S.A. DE C.V.","LIBRAMIENTO PONIENTE NO. 1061, COLONIA ACUITZIO-VILLA MADERO, CP 58460",5788,2016-06-12,10,0
5452,"SERVIEXPRESS BC, S.A. DE C.V.","LIBRAMIENTO IGNACIO ZARAGOZA # 176, COLONIA CENTRO, CP 61600",7234,2016-06-12,16,0
5453,"SERVICIO MAPRI, S.A. DE C.V.","CARRT. FEDERAL PATZCUARO-MORELIA KM 45, COLONIA , CP ",8823,2016-06-12,10,2
5454,"ESTACION DE SERVICIO ZITUNERO, S.A. DE C.V.","BENIGNO SERRATO #163, COLONIA EL CRISTO, CP 61608",12400,2016-06-12,12,0
5455,"AUTO SERVICIO ARIO DE RAYON, S.A. DE C.V.","AVENIDA JUAREZ PTE. ESQ. CON LUIS MENDEZ #2000, COLONIA ADOLFO LOPEZ MATEOS, CP 59625",10861,2016-06-11,20,2
5456,"SERVICIO DEL CENTRO DE ZAMORA, SA DE CV","AV MADERO SUR N 498, COLONIA CENTRO, CP 59600",1093,2016-06-10,30,1
5457,"SERVICIO EL CERRITO, SA DE CV","CARRET. A BRISE¬AS KM 5, COLONIA , CP ",3174,2016-06-10,24,1
5458,"ESTACION DE SERVICIO GRUPO CARPE, S.A. DE C.V.","CARRETERA NAC. MORELIA – ZAMORA KM.142, COLONIA Sin Colonia, CP 59660",7050,2016-06-10,20,4
5459,"SERVICIO DEL CENTRO DE ZAMORA, S.A. DE C.V.","KM.2+945 CARRET.MORELIA-GUADALAJARA T.ZAMORA-BRISE, COLONIA , CP ",7382,2016-06-10,20,1
5460,COMERCIALIZADORA ANGAHUAN S. DE R.L. DE C.V.,"CARR. URUAPAN-ANGAHUAN #2500 ESQ AV LAZARO CARDENAS, COLONIA COMUNIDAD INDIGENA DE ANGAHUAN, CP 60202",7840,2016-06-10,8,2
5461,"INMOBILIARIA SAMICH, S.A DE C.V.","AVENIDA MADERO NORTE # 427, COLONIA FRACC SANTA CATALINA RESIDENCIAL, CP 59610",10608,2016-06-10,24,1
5462,"SERVICIO GOAM, S.A. DE C.V.","AV. 5 DE MAYO SUR #690, COLONIA JARDINES DE CATEDRAL, CP 59670",10683,2016-06-10,24,0
5463,"EUREKA INDUSTRIAL,S.A. DE C.V.","PASEO GENERAL LAZARO CARDENAS Y AVENIDA JUAREZ S/N, COLONIA MORELOS, CP 60080",998,2016-06-09,38,3
5464,MARIA DEL CARMEN DODDOLI VILLASENOR,"KM.4 CARRETERA URUAPAN-SAN JUAN NUEVO, COLONIA JICALAN, CP 60090",3703,2016-06-09,24,4
5465,"GASOLINERA MICHOACAN, S.A. DE C.V.","BOULEVARD INDUSTRIAL # 221, COLONIA EDUARDO RUIZ, CP 60130",7814,2016-06-09,12,0
5466,"GASOLINERA URUAPAN, S.A. DE C.V.","CALZADA LA FUENTE NO. 2819, COLONIA RANCHO DEL PADRE, CP 60130",10159,2016-06-09,18,2
5467,JESUS ERNESTO HERNANDEZ OSEGUERA,"CARRETERA APATZINGAN-URUAPAN KM. 1.5 S/N, COLONIA PALMIRA, CP 60680",983,2016-06-08,18,5
5468,"GASOLINERA ATIMAPA, SA DE CV","AV FRANCISCO I MADERO N 1240, COLONIA LAS DELICIAS, CP 60628",4404,2016-06-08,14,3
5469,"SERVICE EXPRESS VALMONT, S.A. DE C.V.","PROL MORELOS PONIENTE N 2201, COLONIA Sin Colonia, CP 60610",4615,2016-06-08,18,1
5470,GERARDO DELGADO VALENCIA,"AV FRANCISCO I MADERO N 390, COLONIA INDEPENDENCIA, CP 60630",4828,2016-06-08,12,1
5471,"GASOLINERA EL LIMONCITO, S.A. DE C.V.","KM. 42 CARRT. APATZINGAN-AGUILILLA, COLONIA , CP ",4114,2016-06-07,10,1
5472,"SERVICIO CIUDAD DEL SOL, SA DE CV","AV. MICHOACAN, PREDIO CERCA PRIETA S/N, COLONIA RANCHO POTRERILLOS, CP 59310",5531,2016-02-18,14,1
5473,MARTIN LOPEZ LOPEZ,"CARRETERA LA PIEDAD-CARAPAN KM. 14.5, COLONIA S/D, CP 59430",6046,2016-02-18,16,0
5474,"COMERCIALIZADORA OPTIMOS, S.A. DE C.V.","CARRT. YURECUARO-LA PIEDAD KM 14, COLONIA , CP ",7512,2016-02-18,20,2
5475,"SERVICIO CAMECUARO, SA DE CV","CARR NACIONAL N 1191, COLONIA PASEO LA TENERIA, CP 59750",1095,2016-02-17,16,0
5476,"GASOLINERA SERVICIO BRAVO, S.A. DE C.V.","PROL LAZARO CARDENAS DEL RIO N 2, COLONIA NATALIO VAZQUEZ PALLARES, CP 59250",1688,2016-02-17,18,2
5477,DAVID ARROYO ARROYO,"KM. 36 CARRETERA LA PIEDAD-CARAPAN, COLONIA , CP ",3372,2016-02-17,10,0
5478,"SERVICIO VIGAR, S.A. DE C.V.","CARRETERA MORELIA-GUADALAJARA KM.130.5, COLONIA CENTRO, CP 59750",1087,2016-02-16,27,3
5479,"INMOBILIARIA SAMICH, S.A. DE C.V.","AV 5 DE MAYO N 3, COLONIA CENTRO, CP 59600",1096,2016-02-16,10,0
5480,"SERVICIO ORANDINO, S. DE R.L. DE C.V.","JOSEFA ORTIZ DE DOMINGUEZ # 69, COLONIA LA ENRAMADA, CP 59800",9585,2016-02-16,24,1
5481,"EMPRESAS ANGUIANO, SA DE CV","CARRT. CUITZEO-PURUANDIRO KM 37+550, COLONIA Sin Colonia, CP 58800",6093,2016-02-15,0,0
5482,MANUEL CRUZ ZAMBRANO,"MORELOS NUM. 132, COLONIA CORPUS CRISTY, CP 59580",9297,2016-02-15,12,3
5483,SUPER SERVICIO JIQUILPAN S.A._DE C.V.,"AV CIRCUNVALACION N S/N, COLONIA CENTRO, CP 59510",1080,2016-02-12,0,0
5484,"GASOLINERA COTIJA, S.A. DE C.V.","CARRETERA COTIJA-ZAMORA KM. 1, COLONIA SIN COLONIA, CP 59940",3009,2016-02-12,18,0
5485,VICTOR MANUEL CORONA OCHOA,"KM 13 JIQUILPAN-MANZANILLO, COLONIA Sin Colonia, CP 59510",3938,2016-02-12,0,0
5486,"ORVI COMBUSTIBLES, S. A. DE C. V.","AV. REVOLUCION SUR NO. 248, COLONIA FLOR DE LIZ, CP ",4491,2015-11-19,18,2
5487,DIMAS GARFIAS LOPEZ,"AV. REVOLUCION NO. 6, COLONIA MOCTEZUMA, CP ",980,2015-11-18,18,1
5488,"SERVICIO LA YERBABUENA, S.A. DE C.V.","CARRETERA NACIONAL SUR # 2063, COLONIA LA YERBABUENA, CP 59000",4287,2015-11-18,28,2
5489,"ESTACION DE SERVICIO TAFETAN MICH, S.A. DE C.V.","PROLONGACION AV.FRANCISCO I.MADERO S/N, COLONIA , CP ",11866,2015-11-18,12,2
5490,"GRUPO GASOLINERO DE SAHUAYO, SA DE CV","BLVD LAZARO CARDENAS NO. 570 NORTE, COLONIA CENTRO, CP 59000",1086,2015-11-17,22,1
5491,"SUPER SERVICIO DEL CENTRO DE SAHUAYO, S.A. DE C.V.","MICHOACAN # 299, COLONIA LAS BRISAS, CP 59000",6699,2015-11-17,18,3
5492,"SERVICIO JARDINADAS, S.A. DE C.V.","5 DE MAYO #699, COLONIA EL DUERO, CP 59680",10119,2015-11-17,22,0
5493,"INMOBILIARIA SAMICH, S.A. DE C.V.","AV 5 DE MAYO N 3, COLONIA CENTRO, CP 59600",1096,2015-11-16,0,0
5494,MARIA LUISA NU%EZ GONZALEZ,"KM.16.7 CARRETERA PARACUARO  CRUCERO PARACUARO, COLONIA S/C, CP 60760",8677,2015-11-16,10,0
5495,"GASOLINERA PIREKUA, S.A. DE C.V.","BALCONES DEL LAGO #67, COLONIA EJIDO PATZCUARO, CP 61604",11354,2015-11-16,14,0
5496,"HUACHERR, S.A. DE C.V.","LIBRAMIENTO PONIENTE NO. 1061, COLONIA ACUITZIO-VILLA MADERO, CP 58460",5788,2015-11-15,10,0
5497,"INMOBILIARIA MEFRA, SA DE CV","JOSE MARIA MORELOS #295, COLONIA JESUS DEL MONTE, CP 58350",11887,2015-11-15,18,0
5498,"AUTO SERVICIO EL DURAZNO, S.A. DE C.V.","AV. AMALIA SOLORZANO DE CARDENAS #4455, COLONIA EL DURAZNO, CP 58090",11998,2015-11-15,14,3
5499,"ESTACION DE SERVICIO FAMGAS, SA DE CV","AV.FRANCISCO I. MADERO PONIENTE #9205, COLONIA LA CRUZ Y POTRERO DE LA MESITA, CP 58331",10555,2015-11-13,14,2
5500,"GRUPO ALVARIA, SA DE CV","AV. ATECUARO #200, COLONIA SANTA MARIA DE GUIDO, CP 58090",11402,2015-11-13,12,1
5501,"GRUPO EXPRESS QUIROGA, S.A. DE C.V.","AVENIDA VASCO DE QUIROGA NO. 330, COLONIA CENTRO, CP 58420",622,2015-11-12,13,1
5502,ESPERANZA GONZALEZ BAºALES,"KM 399+400 MEXICO-GUADALAJARA, COLONIA CENTRO, CP 58600",630,2015-11-12,22,0
5503,"SERVIEXPRESS HUERTA SANGUINO, SA DE CV","CARR A CELANESE N S/N, COLONIA ANAHUAC, CP 58630",631,2015-11-12,10,0
5504,LUIS EDUARDO SORIA GONZALEZ,"CARRETERA MORELIA – QUIROGA KM. 37, COLONIA , CP ",9527,2015-11-12,18,0
5505,"SUPER SERVICIO SALDA%A, S.A. DE C.V.","KM 1 CARRETERA PANINDICUARO MICHOACAN, COLONIA Sin Colonia, CP 58570",619,2015-11-11,8,0
5506,JOSE FRANCISCO PONCE PEREZ,"CARRETERA PURUANDIRO ZINAPARO KM. 0.319, COLONIA TENERIAS, CP 58500",1659,2015-11-11,24,1
5507,"SERVICIO SAN JUAN PURUANDIRO, S.A. DE C.V.","CARRETERA PURUANDIRO-MORELIA #2001, COLONIA Sin Colonia, CP 58502",4018,2015-11-11,18,4
5508,"GRUPO OCTANO, S.A. DE C.V.","CARRETERA MORELIA-SALAMANCA KM. 32.5, COLONIA CUITZEO, CP 58840",601,2015-11-10,9,1
5509,EUGENIO ALVAREZ GARCIA,"CA 8 DE ENERO N S/N, COLONIA CENTRO, CP 58821",2565,2015-11-10,0,0
5510,"SERVICIOS HERMANOS MEDINA LOPEZ, SA DE CV","PROL HIDALGO N 86, COLONIA AGOSTITLAN, CP 61241",5041,2015-11-10,8,3
5511,GARCIA VILLA SERGIO GABRIEL,"KM 34 CARRT. MORELIA-CELAYA, COLONIA , CP ",7032,2015-11-10,12,0
5512,"SERVICIOS DE COMBUSTIBLES PALOMARES , S.DE R.L. DE C.V.","KM.138.5 CARRETERA TOLUCA-MORELIA, COLONIA Sin Colonia, CP 61100",602,2015-11-09,20,0
5513,AUTO SERVICIO MIR-SOT S.A. DE C.V.,"CARRETERA MORELIA MEXICO KM.93 ORIENTE NO. 530, COLONIA , CP ",4108,2015-11-09,18,4
5514,"GASOLINERA FERNANDEZ,S.A. DE C.V.","KM 72 CARRETERA URUAPAN-CARAPAN, COLONIA LA QUINTA, CP 60030",1000,2015-10-14,28,6
5515,"ESTACION DE SERVICIO GRUPO CARPE, S.A. DE C.V.","CARRETERA NAC. MORELIA – ZAMORA KM.142, COLONIA Sin Colonia, CP 59660",7050,2015-10-14,20,0
5516,"SERVICIO DEL CENTRO DE ZAMORA, S.A. DE C.V.","KM.2+945 CARRET.MORELIA-GUADALAJARA T.ZAMORA-BRISE, COLONIA , CP ",7382,2015-10-14,20,1
5517,"SERVICIO VILLAVAL, SA DE CV","CARRT. MORELIA-PATZCUARO KM 17.200, COLONIA Sin Colonia, CP 58058",6241,2015-08-21,20,0
5518,"PROMOTORA DE AUTO ESTACIONES, S.A. DE C.V.","AVE PASEO DE LA REPUBLICA SECTOR INDEPENDENCIA NO.2150, COLONIA FRACC AMPLIACION ANA MARIA GALLAGA, CP 58195",8185,2015-08-21,20,0
5519,SERVICIO  VENTURA PUENTE S.A. DE C.V.,"AV VENTURA PUENTE N 1302, COLONIA FELIX IRETA, CP 58070",3900,2015-08-20,24,1
5520,"KOPLA, S.A. DE C.V.","NUEVA MORELIA PATZCUARO NO.6666 KM.7 POBLADO E.ZAP, COLONIA , CP ",4175,2015-08-20,20,0
5521,"SERVICIO PRINCIPAL, S.A. DE C.V.","CARRT. MORELIA-PATZCUARO # 5700, COLONIA , CP ",6656,2015-08-20,18,0
5522,GILBERTO RIVERA MARTINEZ,"CARRETERA MORELIA-CHARO NO.5800, COLONIA , CP ",4459,2015-08-19,18,0
5523,"SERVICIO QUINCEO, SA DE CV","AV PASEO DE LA REPUBLICA N 3745, COLONIA FRACCIONAMIENTO EX-HACIENDA DE QUINCEO, CP 58300",5199,2015-08-19,18,1
5524,"AUTO ESTACION COMBUSTIBLES, S. A. DE C. V.","AV. JOSE TOCAVEN LAVIN NO.701, COLONIA NUEVA VALLADOLID, CP 58190",5883,2015-08-19,18,0
5525,"SERVICIO SANTA ISABEL, S.A. DE C.V.","LBRTO NUEVA ESPA#A N  127, COLONIA INSURGENTES, CP 58250",4544,2015-08-18,16,1
5526,CEDENO SERENO FRANCISCO JAVIER,"CALLE DEL HEROE #55, COLONIA LOMAS DE HIDALGO, CP 58240",6359,2015-08-18,16,0
5527,"MULTISERVICIOS DEL ORIENTE, S. A. DE C. V.","PERIFERICO REPUBLICA ESQ. RIO GDE. DE MORELIA S/N, COLONIA PLAN DE LA GARITA, CP 58210",7109,2015-08-18,16,1
5528,"MINI ESTACION DE SERVICIO EL TECNOLOGICO, S.A. DE C.V.","AV. MORELOS NORTE NO. 2055, COLONIA SANTIAGUITO, CP 58120",5876,2015-08-17,8,0
5529,PROMOTORA DE AUTO ESTACIONES S.A.DE C.V.,"AVENIDA SOLIDARIDAD NO. 1340, COLONIA PRADOS DEL CAMPESTRE, CP 58297",7720,2015-08-17,10,0
5530,"GRUPO OCTANO, S.A. DE C.V.","PERIFERICO PASEO DE LA REPUBLICA #3755, COLONIA HERMANOS LOPEZ RAYON, CP 58086",10297,2015-08-17,12,1
5531,"AUTO SERVICIO MIR-SOT, SA DE CV","CARRETERA MARAVATIO ACAMBARO KM-1., COLONIA REYNOSA, CP 61250",397,2015-06-24,12,2
5532,"SUPERSERVICIO DEL VALLE DEL ORIENTE, S.A. DE C.V.","AV. MORELOS S/N., COLONIA LA CATARINA, CP ",971,2015-06-23,20,1
5533,JOSE GERARDO CORREA FERNANDEZ,"KM 102 CARRT. TOLUCA-MORELIA, COLONIA S/D, CP ",977,2015-06-23,0,0
5534,MARIA DOLORES BELTRAN PONCE,"CARRETERA SENGUIO-TLALPUJAHUA #1, COLONIA CENTRO, CP 61290",6296,2015-06-23,10,10
5535,"GONQUI,S.A. DE C.V.","AV.LAZARO CARDENAS    NUM. 1082, COLONIA VENTURA PUENTE, CP 58020",585,2015-06-22,16,0
5536,"SUPER SERVICIOS DE COMBUSTIBLE HUACUZ, S.A. DE C.V.","KM 23+084.5 CARRT. MORELIA-PATZCUARO, COLONIA , CP ",5482,2015-06-22,20,4
5537,"SUPER SERVICIO SANTA MONICA, SA DE CV","CALZADA LA HUERTA N. 200, COLONIA NUEVA VALLADOLID, CP 58190",6124,2015-06-22,8,1
5538,"GASOLINERIA MORELIA, S.A. DE C.V.","AV MADERO PONIENTE N 1145, COLONIA CENTRO, CP 58000",608,2015-06-20,22,1
5539,"SUPER SERVICIO ACUEDUCTO-MORELIA, S.A. DE C.V.","AV  ACUEDUCTO  NO 1408, COLONIA CHAPULTEPEC NORTE, CP 58260",614,2015-06-20,16,0
5540,"GASOLINERA INDEPENDIENTE, S.A. DE C.V.","BLVD. GARCIA DE LEON NO. 33, COLONIA CHAPULTEPEC SUR, CP 58260",5611,2015-06-20,16,3
5541,FRANCISCO SEGOVIA MARTINEZ,"LIBRAMIENTO PASEO DE LA REPUBLICA NOROESTE 5433, COLONIA WENCESLAO VICTORIA SOTO, CP 54148",9491,2015-06-19,20,3
5542,"GASOLINERA GUACAMAYAS, SA DE CV","AV. LAS  PALMAS L1 M1 No. 3100 , COLONIA Sin Colonia, CP 60950",3067,2015-02-24,14,3
5543,"GASOLINERA LAS TRUCHAS, SA DE CV","KM. 6 LIBRAMIENTO LA ORILLA-SICARTSA, COLONIA AMPLIACION  INDEPENDENCIA, CP 60950",5396,2015-02-24,20,5
5544,"ARIALIN, S.A  DE C.V.","CARR FED NUM 200 KM. 49 1/2 S/N, COLONIA Sin Colonia, CP 60970",7360,2015-02-24,6,1
5545,JESUS ERNESTO HERNANDEZ OSEGUERA,"CARRETERA APATZINGAN-URUAPAN KM. 1.5 S/N, COLONIA PALMIRA, CP 60680",983,2015-02-23,18,1
5546,GERARDO DELGADO VALENCIA,"AV FRANCISCO I MADERO N 390, COLONIA INDEPENDENCIA, CP 60630",4828,2015-02-23,12,0
5547,HELIODORO SOLIS VARGAS,"AV. INDEPENDENCIA ESQ. CON AV. LAZARO CARDENAS, COLONIA CENTRO, CP 60982",7615,2015-02-23,0,0
5548,"SUECU, S.A. DE C.V.","CALZADA BENITO JUAREZ # 510, COLONIA EL PERIODISTA, CP 60110",999,2015-02-21,16,1
5549,ALEJANDRO MANUEL MENDEZ HURTADO,"KM. 3.5 LIBRAMIENTO ORIENTE, COLONIA , CP ",3390,2015-02-21,22,4
5550,"IMPULSORA DE SERVICIO Y TURISMO CALTZONTZIN, S.A. DE C.V.","CARRETERA A PATZCUARO KM. 20, COLONIA Sin Colonia, CP 61600",589,2015-02-20,20,1
5551,VICTOR MANUEL OBREGON SOLIS,"AHUMADA # 69, COLONIA CENTRO, CP 61600",620,2015-02-20,8,2
5552,MARIA SOCORRO ORTEGA HERNANDEZ,"CARR.PATZCUARO-URUAPAN KM. 21.5, COLONIA Sin Colonia, CP 60111",3690,2015-02-20,6,2
5553,FIDEL GARFIAS SUAREZ,"KM 147.6 CARRET. FED. NO. 15 MEXICO-NOGALES, COLONIA , CP ",5065,2015-02-19,20,0
5554,"AUTO SERVICIO MIR-SOT, S.A. DE C.V.","AVENIDA MORELOS ORIENTE NO. 173-B, COLONIA CENTRO, CP 61100",6105,2015-02-19,18,4
5555,"SERVICIO VALLE HIDALGO, S.A DE C.V.","AV. JUAREZ NO.600, COLONIA FRACCIONAMIENTO VALLE HIDALGO, CP 61190",8235,2015-02-19,10,0
5556,JOSE GERARDO CORREA FERNANDEZ,"KM 102 CARRT. TOLUCA-MORELIA, COLONIA S/D, CP ",977,2015-02-18,0,0
5557,"SERVICIO LA MANGANA, S.A. DE C.V.","KM.1+230 CARR.ZITACUARO TUZANTLA, COLONIA SIN COLONIA, CP ",3968,2015-02-18,14,4
5558,"SERVICIO PORTOMARIN, S.A. DE C.V.","CARRT. ZITACUARO-MORELIA KM 101.9, COLONIA VALLE VERDE, CP ",7850,2015-02-18,14,0
5559,"SUPER SERVICIO SANTIAGUITO, SA DE CV","AV. MORELOS NORTE NO. 250, COLONIA DR. MIGUEL SILVA, CP 58120",5523,2015-02-17,18,0
5560,"GASO MICH MICHOACAN, S.A. DE C.V.","AVENIDA MICHOACAN NO. 680, COLONIA CARLOS SALAZAR AMPLIACION, CP 58158",5705,2015-02-17,16,0
5561,MAURICIO PRIETO GOMEZ,"PAROTA MANZANA 3, COLONIA LOS ANGELES, CP 58100",11254,2015-02-17,14,3
5562,"SERVICIOS SAN GABRIEL, S.A. DE C.V.","CAMINO A JESUS DEL MONTE # 1200, COLONIA SANTA MARIA DE GUIDO, CP 58020",7288,2015-02-16,20,2
5563,JOSE ANTONIO CHAVEZ MARTINEZ,"GUILLERMO PRIETO ESQ DIVISION DEL NORTE, COLONIA GRANJAS DEL MAESTRO, CP 58110",9408,2015-02-16,12,3
5564,"GASOMICH JUAREZ, SA DE CV","AV.TORREON NUEVO #1560, COLONIA TORREON NUEVO, CP 58115",10100,2015-02-16,18,0
5565,"ESTACION DE SERVICIO NOCUPETARO, S.A. DE C.V.","AV. HEROES DE NOCUPETARO # 443, COLONIA CENTRO, CP 58000",617,2015-02-14,14,2
5566,"ESTACION TINIJARO, SA DE CV","AV MADERO PONIENTE N 5143, COLONIA TINIJARO, CP 58180",3920,2015-02-14,10,2
5567,"GASO MICH SALAMANCA, S.A. DE C.V.","AVENIDA TORREON NUEVO NO. 1570, COLONIA RESIDENCIAL TORREON NUEVO, CP 58087",6890,2015-02-14,8,3
5568,"AUTO SERVICIO MIR-SOT, S.A. DE C.V.","CARRETERA MARAVATIO-EL ORO NUMERO 213, COLONIA CENTRO, CP 61250",396,2015-02-13,10,1
5569,"GRUPO PIZANO, S.A. DE C.V.","CARRT. MARAVATIO-ACAMBARO ENTQ. TZIRITZICUARO KM 8, COLONIA , CP ",6672,2015-02-13,10,0
5570,GRUPO OCTANO S.A. DE C.V.,"PERIFERICO NUEVA ESPA#A NO. 982, COLONIA SAN RAFAEL, CP 58220",3871,2014-08-09,28,4
5571,SERVICIO  VENTURA PUENTE S.A. DE C.V.,"AV VENTURA PUENTE N 1302, COLONIA FELIX IRETA, CP 58070",3900,2014-08-09,20,1
5572,"GRUPO OCTANO, S.A. DE C.V.","PERIFERICO PASEO DE LA REPUBLICA NO.300, COLONIA FRANCISO J.  MUJICA, CP 58120",3924,2014-08-09,20,2
5573,"SERVICIOS COMBUSTIBLES Y LUBRICANTES DE MICHOACAN, S.A. DE C.V.","CA HUERTA N 550, COLONIA NUEVA VALLADOLID, CP 58030",4307,2014-08-09,24,12
5574,"SUPERSERVICIO DEL VALLE DEL ORIENTE, S.A. DE C.V.","AV. MORELOS S/N., COLONIA LA CATARINA, CP ",971,2014-08-08,20,1
5575,"GASOLINERA EXPRESS DE TECARIO, S.A. DE C.V.","LAZARO CARDENAS ORIENTE # 235, COLONIA CENTRO, CP 61651",3630,2014-08-08,8,0
5576,FIDEL GARFIAS SUAREZ,"KM. 122+080 CARR. MORELIA-TOLUCA TRAMO ZITACUARO, COLONIA LA CATARINA, CP 61420",4221,2014-08-08,20,2
5577,"SUPER SERVICIO GASOLINERO DEL SUR, S.A. DE C.V.","LIBRAMIENTO SUR # 105, COLONIA SIN COLONIA, CP 61650",5836,2014-08-08,36,0
5578,"GONQUI,S.A. DE C.V.","AV.LAZARO CARDENAS    NUM. 1082, COLONIA VENTURA PUENTE, CP 58020",585,2014-08-07,16,4
5579,"GASOLINERIA MORELIA, S.A. DE C.V.","AV MADERO PONIENTE N 1145, COLONIA CENTRO, CP 58000",608,2014-08-07,22,0
5580,"SUPER SERVICIO ACUEDUCTO-MORELIA, S.A. DE C.V.","AV  ACUEDUCTO  NO 1408, COLONIA CHAPULTEPEC NORTE, CP 58260",614,2014-08-07,16,2
5581,"SUPER SERVICIO GASOLINERO SANTA FE, S.A. DE C.V.","AV. MORELOS NORTE NO. 4900, COLONIA FRACCIONAMIENTO LOS ANGELES, CP 58100",616,2014-08-07,20,10
5582,"NACIONAL DE COMBUSTIBLES Y LUBRICANTES, S.A. DE C.V.","KM. 98.5 CARR. MEXICO-CUAUTLA, COLONIA POSTAL, CP ",455,2016-11-30,8,0
5583,"ESTACION DE SERVICIO CUAUTLA, S.A. DE C.V.","CARRT. MEXICO-CUAUTLA KM 63.5 CALLE EMILIANO ZAPATA # 1, COLONIA JUAN ANTONIO, CP ",6730,2016-11-30,15,0
5584,"SERVICIO MIGAJAS II, S.A. DE C.V.","AV. LAS PALMAS # 2, COLONIA AMPLIACION FRANCISCO I. MADERO, CP ",9471,2016-11-30,16,0
5585,"SERVICIO ALTEA, S.A. DE C.V.","AV. DOMINGO DIEZ 1302, COLONIA SAN CRISTOBAL, CP ",11048,2016-11-29,18,18
5586,"COMBUSTIBLES CRISAN DEL CENTRO, S.A. DE C.V.","SUBIDA A CHALMA NO. 100, COLONIA LOMAS DE ATZINGO, CP 62180",12665,2016-11-29,18,1
5587,"ESTACIONES MEXPET, S.A. DE C.V.","LA PAROTA NO. 100, COLONIA LA PAROTA, CP ",10117,2016-11-28,16,1
5588,"SERVICIO ESTRELLA DE AHUATLAN, S.A. DE C.V.","AV.   AL  BOSQUE DE TETELA #18, COLONIA LOMAS DE AHUATLAN, CP ",8562,2016-11-25,8,0
5589,"SERVICIO MOLINOS, S.A. DE C.V.","AV. EMILIANO ZAPATA NO. 904, COLONIA COL. BELLAVISTA, CP ",8873,2016-11-25,12,0
5590,"SERVICIO TREBOL, S.A.","AV. PLAN DE AYALA # 1218, COLONIA CHAPULTEPEC, CP ",2531,2016-11-24,20,1
5591,"OPERADORA DE MINIESTACIONES COMBUSERV, S.A. DE C.V.","PARCELA 124 Z I P-1 S/N, COLONIA EJIDO DE ALPUYECA, CP 62790",9769,2016-11-22,10,0
5592,"ADMINISTRACIONES SHIVA, S.A. DE C.V.","CARRETERA ESTATAL EMILIANO ZAPATA-ZACATEPEC NO.42, COLONIA LAZARO CARDENAS, CP ",11004,2016-11-22,16,8
5593,"VALORES ENERGETICOS, SA DE CV","AUTOPISTA MEXICO-IGUALA KM 97.7, COLONIA S/C, CP ",2563,2016-11-21,20,0
5594,"ENERGIA Y GAS DE CUAUTLA, S.A. DE C.V.","CARRT. CUERNAVACA JOJUTLA- S/N, COLONIA JOSEFA ORTIZ DE DOMINGUEZ, CP ",7880,2016-11-21,15,1
5595,"GAS BRA, S.A. DE C.V.","AUTOPISTA MEXICO-ACAPULCO KM 119.08, COLONIA XOXOCOTLA, CP 62670",11568,2016-11-19,0,0
5596,"CORPORATIVO TILZAPOTLA, S.A. DE C.V.","CARRETERA TEHUIXTLA – TILZAPOTLA KM. 7, COLONIA LOC. TILZAPOTLA, CP ",9786,2016-11-18,10,1
5597,"GRUPO THOR SPARING, S.A. DE C.V.","AUTOPISTA  MEXICO CUERNAVACA KM. 117+70, COLONIA SIN COLONIA, CP ",10089,2016-11-18,40,3
5598,"GASOGRUPO PUENTE DE IXTLA, S.A. DE C.V.","AV. CARRETERA TEHIUIXTLA NO.1, COLONIA AMPLIACION JARDINES DE LA HERR, CP 62660",10315,2016-11-18,0,0
5599,"SERVICIO TEQUES, SA DE CV","KM 4.5 DE LA CARRET. ALPUYECA-JOJUTLA, COLONIA LOC. XOXOCOTLA, CP ",4185,2016-11-17,18,0
5600,"SERVICIO CIRCUITO INTERIOR, S.A. DE C.V.","CARRETERA ESTATAL TLALTEMCHI- TEQUESQUITENGO S/N, COLONIA SC, CP ",10888,2016-11-16,12,0
5601,"ESTACION DE SERVICIO PLAN DE AYALA, S.A. DE C.V.","CARRT.STA.BARBARA A IZUCAR DE MATAMOROS PUE.KM.81., COLONIA S/C, CP ",9080,2016-10-30,14,0
5602,"SUPERSERVICIO MORELOS DE CUAUTLA, SA","CARRET. MEXICO-OAXACA NO. 2, COLONIA PLAN DE AYALA, CP ",456,2016-10-28,26,0
5603,"SERVICIO GASOLINERO INTEGRAL AZTECA, S.A. DE C.V","AV. REFORMA # 175 , COLONIA EMILIANO ZAPATA, CP ",7421,2016-10-28,16,0
5604,"OPERADORA DE ESTACIONES DE SERVICIO 20-20, S.A. DE C.V.","LIB. CUAUTLA A IZUCAR DE MATAMOROS KM 5 +050, COLONIA JUAN MORALES, CP ",8020,2016-10-28,20,0
5605,"CORPORACION GASOLINERA MILLENIUM, S.A. DE C.V.","AV. NO REELECCION NUM. 385, COLONIA SAN FRANCISCO, CP ",4416,2016-10-27,6,0
5606,"CORPORACION GASOLINERA MILLENIUM, S.A. DE C.V.","KM 10.1 CARRET. FED. CUERNAVACA-CUAUTLA, COLONIA POB. TEJALPA, CP ",5006,2016-10-26,18,0
5607,"PARADOR COVADONGA, S.A. DE C.V.","AUTOPISTA MEXICO-ACAPULCO KM 49, COLONIA S/C, CP ",7191,2016-10-26,48,0
